	
locus	Mean	Lower_95%CI	Upper_95%CI	
Locus903	-0.0234	-0.0642	0.0286	
Locus904	-0.0235	-0.0666	0.0326	
Locus905	0.0087	-0.0437	0.0698	
Locus906	0.0475	-0.0262	0.1162	
Locus907	0.0475	-0.0248	0.1406	
Locus908	0.0025	-0.069	0.0906	
Locus909	-0.0538	-0.0822	-0.0096	
Locus910	-0.0606	-0.0863	-0.0223	
Locus911	-0.0429	-0.0865	0.0203	
Locus912	0.0183	-0.0359	0.0904	
Locus913	0.0867	0.0112	0.1519	
Locus914	-0.0234	-0.063	0.0287	
Locus915	-0.0157	-0.0734	0.0642	
Locus916	0.0074	-0.0685	0.102	
Locus917	-0.0174	-0.0634	0.0503	
Locus918	0.0206	-0.0422	0.1037	
Locus919	-0.0132	-0.06	0.0603	
Locus920	-0.0359	-0.0774	0.0311	
Locus921	-0.0691	-0.0911	-0.0345	
Locus922	-0.0659	-0.0848	-0.032	
Locus923	-0.0061	-0.0597	0.0707	
Locus924	-0.0546	-0.0816	-0.0216	
Locus925	-0.0634	-0.0899	0.0083	
Locus926	-0.0148	-0.063	0.055	
Locus927	-0.0214	-0.069	0.0435	
Locus928	0.0058	-0.0573	0.0767	
Locus929	-0.0526	-0.0857	-0.0053	
Locus930	-0.0557	-0.0856	-0.0098	
Locus931	-0.0122	-0.0571	0.0495	
Locus932	-0.0593	-0.0854	-0.0184	
Locus933	-0.0349	-0.077	0.0252	
Locus934	0.0994	0.0477	0.158	
Locus935	-0.061	-0.086	-0.0109	
Locus936	0.0305	-0.0317	0.1201	
Locus937	-0.0279	-0.0679	0.0326	
Locus938	-0.0483	-0.0758	-0.0079	
Locus939	-0.0496	-0.0814	0.0081	
Locus940	0.0044	-0.0575	0.0622	
Locus941	0.0559	-0.0246	0.1362	
Locus942	0.1499	0.0818	0.1999	
Locus943	-0.0409	-0.0776	0.0174	
Locus944	0.0086	-0.0431	0.0776	
Locus945	-0.0504	-0.0826	-0.0048	
Locus946	0.0192	-0.0408	0.0786	
Locus947	0.0043	-0.0512	0.061	
Locus948	-0.0054	-0.0681	0.0662	
Locus949	-0.0342	-0.0729	0.0184	
Locus950	0.0401	-0.0201	0.1258	
Locus951	0.0141	-0.0503	0.0831	
Locus952	-0.0191	-0.0701	0.0478	
Locus953	0.0332	-0.0442	0.1083	
Locus954	-7e-04	-0.0529	0.054	
Locus955	0.0012	-0.0725	0.0825	
Locus956	0.0248	-0.0499	0.1064	
Locus957	0.0179	-0.0384	0.0864	
Locus958	0.0902	0.0297	0.1587	
Locus959	-0.0638	-0.0857	-0.0171	
Locus960	-0.0133	-0.0803	0.08	
Locus961	-0.0098	-0.0571	0.0508	
Locus962	0.0555	-0.0099	0.1391	
Locus963	-0.0431	-0.0764	0.0208	
Locus964	-0.0526	-0.0779	-0.0072	
Locus965	0.0254	-0.0422	0.1041	
Locus966	-0.0152	-0.0623	0.035	
Locus967	-0.017	-0.0647	0.0427	
Locus968	-0.004	-0.0489	0.0772	
Locus969	-0.0204	-0.0698	0.0595	
Locus970	0.003	-0.0618	0.0799	
Locus971	0.0366	-0.0347	0.1291	
Locus972	-0.0438	-0.0931	0.0349	
Locus973	0.0482	-0.0226	0.1172	
Locus974	0.0443	-0.0238	0.1246	
Locus975	-0.0182	-0.075	0.059	
Locus976	-0.0034	-0.0553	0.0698	
Locus977	-0.0533	-0.0832	-0.0138	
Locus978	0.0181	-0.0406	0.0781	
Locus979	0.0322	-0.0371	0.11	
Locus980	-0.0359	-0.0818	0.0508	
Locus981	0.0607	-0.0015	0.1185	
Locus982	0.011	-0.0518	0.0877	
Locus983	0.022	-0.056	0.1109	
Locus984	-0.0035	-0.0723	0.0762	
Locus985	-0.0522	-0.0893	-0.007	
Locus986	-0.0553	-0.0839	0.0014	
Locus987	0.0049	-0.0467	0.0866	
Locus988	0.0281	-0.0395	0.1219	
Locus989	0.0245	-0.0261	0.0856	
Locus990	0.0551	-0.0164	0.141	
Locus991	-0.0646	-0.0884	-0.0244	
Locus992	0.0148	-0.0525	0.0919	
Locus993	-0.0641	-0.0873	-0.0274	
Locus994	0.026	-0.043	0.1113	
Locus995	-0.0564	-0.079	-0.011	
Locus996	0.0354	-0.0267	0.1096	
Locus997	-0.0487	-0.0831	0.0113	
Locus998	-0.0107	-0.0546	0.0665	
Locus999	0.0119	-0.0456	0.0954	
Locus1000	-0.0209	-0.0663	0.0301	
Locus1001	0.0346	-0.0301	0.1147	
Locus1002	-0.0526	-0.0843	-0.003	
Locus1003	0.0076	-0.0543	0.079	
Locus1004	-0.0395	-0.0803	0.0059	
Locus1005	-0.0203	-0.0755	0.0481	
Locus1006	-0.0645	-0.088	-0.0226	
Locus1007	-0.0017	-0.0821	0.0917	
Locus1008	-0.0035	-0.0583	0.0673	
Locus1009	-0.0409	-0.0796	0.0283	
Locus1010	-0.0396	-0.0792	0.0087	
Locus1011	-2e-04	-0.0492	0.0749	
Locus1012	0.0066	-0.0574	0.0764	
Locus1013	0.1103	0.0447	0.178	
Locus1014	-0.0027	-0.0553	0.056	
Locus1015	-0.0335	-0.0744	0.0133	
Locus1016	-0.0112	-0.0614	0.0551	
Locus1017	-0.0641	-0.0885	-0.0305	
Locus1018	0.0072	-0.0583	0.0688	
Locus1019	0.0592	-0.0159	0.135	
Locus1020	0.0816	0.0051	0.1743	
Locus1021	-0.0483	-0.0816	0.0064	
Locus1022	-0.0562	-0.0794	-0.0171	
Locus1023	-0.0091	-0.0528	0.0443	
Locus1024	-0.0094	-0.0658	0.0534	
Locus1025	-0.0539	-0.0886	-0.0059	
Locus1026	0.0397	-0.0137	0.0896	
Locus1027	-0.0317	-0.0827	0.0424	
Locus1028	0.0123	-0.0556	0.0956	
Locus1029	0.0036	-0.0481	0.0607	
Locus1030	-0.0698	-0.088	-0.0348	
Locus1031	-0.0326	-0.0686	0.0197	
Locus1032	0.0248	-0.0394	0.1046	
Locus1033	-0.0072	-0.0647	0.0697	
Locus1034	-0.0235	-0.0764	0.055	
Locus1035	-0.0284	-0.0839	0.045	
Locus1036	0.0505	-0.0197	0.1244	
Locus1037	0.0032	-0.0516	0.0792	
Locus1038	0.014	-0.0378	0.087	
Locus1039	0.0147	-0.0595	0.1161	
Locus1040	0.0035	-0.061	0.0946	
Locus1041	-0.0533	-0.0796	-0.0102	
Locus1042	0.0182	-0.0405	0.067	
Locus1043	-0.0429	-0.0762	0.009	
Locus1044	0.0103	-0.0531	0.0876	
Locus1045	0.0171	-0.0444	0.1116	
Locus1046	-0.0373	-0.0864	0.0149	
Locus1047	0.0536	-0.0295	0.1732	
Locus1048	-0.0167	-0.0592	0.0315	
Locus1049	-0.0256	-0.0642	0.0335	
Locus1050	0.015	-0.059	0.1003	
Locus1051	0.0141	-0.0511	0.0946	
Locus1052	0.0073	-0.0451	0.0773	
Locus1053	0.0324	-0.0241	0.1098	
Locus1054	0.0959	0.0066	0.1928	
Locus1055	-0.0529	-0.0866	-0.0073	
Locus1056	-0.0607	-0.0831	-0.0311	
Locus1057	-0.0345	-0.0802	0.0233	
Locus1058	-0.0349	-0.0859	0.0189	
Locus1059	-0.0174	-0.0794	0.0513	
Locus1060	0.0496	-0.0079	0.1204	
Locus1061	-0.0122	-0.0576	0.0503	
Locus1062	0.0216	-0.0277	0.0873	
Locus1063	0.1121	0.0397	0.2082	
Locus1064	0.0154	-0.0358	0.0754	
Locus1065	-0.0285	-0.0783	0.0418	
Locus1066	-0.0286	-0.0718	0.0502	
Locus1067	0.0019	-0.0531	0.072	
Locus1068	-0.03	-0.0774	0.0312	
Locus1069	-0.042	-0.0745	0.0017	
Locus1070	0.0218	-0.0414	0.086	
Locus1071	-0.0073	-0.075	0.0551	
Locus1072	-0.0084	-0.0606	0.0579	
Locus1073	0.0185	-0.0344	0.0843	
Locus1074	-0.0054	-0.0547	0.0539	
Locus1075	0.0159	-0.0374	0.0863	
Locus1076	-0.0672	-0.0856	-0.0464	
Locus1077	-0.0238	-0.0716	0.0542	
Locus1078	-0.0316	-0.0748	0.0361	
Locus1079	0.0084	-0.05	0.0808	
Locus1080	-0.035	-0.0772	0.0331	
Locus1081	-0.0335	-0.0779	0.0129	
Locus1082	0.0025	-0.0703	0.0751	
Locus1083	0.0252	-0.0335	0.0986	
Locus1084	-0.056	-0.091	-0.006	
Locus1085	0.0398	-0.0326	0.118	
Locus1086	-0.0427	-0.0737	0.0099	
Locus1087	-0.0337	-0.075	0.0142	
Locus1088	0.0151	-0.0428	0.082	
Locus1089	0.0077	-0.0615	0.0743	
Locus1090	0.0097	-0.0453	0.0672	
Locus1091	-0.0761	-0.0909	-0.0544	
Locus1092	-0.0354	-0.076	0.0187	
Locus1093	-0.0514	-0.078	-0.0059	
Locus1094	-0.0096	-0.0592	0.0547	
Locus1095	0.0065	-0.0503	0.0732	
Locus1096	0.0231	-0.0468	0.1007	
Locus1097	-0.0038	-0.0511	0.0652	
Locus1098	0.0105	-0.0367	0.0736	
Locus1099	0.0182	-0.0405	0.0947	
Locus1100	-0.014	-0.0641	0.053	
Locus1101	-0.05	-0.0829	-0.0143	
Locus1102	-0.0149	-0.0726	0.0439	
Locus1103	-0.0108	-0.0584	0.0533	
Locus1104	0.0613	-0.0063	0.1336	
Locus1105	-0.0654	-0.0869	-0.0322	
Locus1106	-0.0566	-0.0849	-0.0078	
Locus1107	-0.0181	-0.0715	0.0388	
Locus1108	-0.0525	-0.085	0.0044	
Locus1109	-0.0295	-0.0672	0.0131	
Locus1110	0.0048	-0.0592	0.0961	
Locus1111	0.0629	-0.0152	0.1345	
Locus1112	-0.0096	-0.058	0.0568	
Locus1113	-0.0352	-0.0699	0.0113	
Locus1114	-0.0156	-0.0575	0.0381	
Locus1115	0.0168	-0.0511	0.0999	
Locus1116	0.1571	0.0881	0.215	
Locus1117	-0.026	-0.0788	0.0505	
Locus1118	0.0103	-0.0439	0.0637	
Locus1119	0.0749	0.0017	0.1647	
Locus1120	-0.0152	-0.0681	0.0407	
Locus1121	0.0973	0.032	0.1732	
Locus1122	-0.0415	-0.0731	0.0081	
Locus1123	-0.0302	-0.0733	0.0401	
Locus1124	0.0248	-0.0421	0.0922	
Locus1125	-0.0484	-0.0834	0.0223	
Locus1126	0.0841	0.003	0.1725	
Locus1127	-0.038	-0.0736	0.0228	
Locus1128	0.006	-0.0383	0.072	
Locus1129	-0.043	-0.0909	0.0267	
Locus1130	-0.0277	-0.0746	0.0314	
Locus1131	0.0413	-0.0304	0.1134	
Locus1132	-0.0052	-0.0786	0.0675	
Locus1133	-0.0541	-0.0873	0.0055	
Locus1134	-0.0238	-0.0758	0.0663	
Locus1135	0.0205	-0.04	0.0922	
Locus1136	-0.047	-0.0825	0.0127	
Locus1137	0.0127	-0.0584	0.0812	
Locus1138	-0.0415	-0.0784	0.0035	
Locus1139	-0.0092	-0.0677	0.0684	
Locus1140	-0.0328	-0.0836	0.046	
Locus1141	-0.0084	-0.0564	0.0607	
Locus1142	0.0151	-0.0305	0.0758	
Locus1143	-0.0435	-0.0811	0.0022	
Locus1144	0.0134	-0.0495	0.078	
Locus1145	0.0317	-0.027	0.1087	
Locus1146	-0.0423	-0.076	0.0059	
Locus1147	0.014	-0.0514	0.088	
Locus1148	0.0097	-0.0524	0.1017	
Locus1149	0.0109	-0.0427	0.0831	
Locus1150	0.0022	-0.0517	0.0664	
Locus1151	0.0013	-0.0704	0.0816	
Locus1152	0.0287	-0.0383	0.1024	
Locus1153	-0.0349	-0.0764	0.0241	
Locus1154	-0.0077	-0.0581	0.0483	
Locus1155	0.0131	-0.0544	0.0914	
Locus1156	0.0126	-0.0455	0.083	
Locus1157	0.0242	-0.0445	0.0897	
Locus1158	-0.0223	-0.0697	0.0561	
Locus1159	-0.042	-0.0793	0.0084	
Locus1160	-0.0477	-0.0994	0.01	
Locus1161	-0.0253	-0.0745	0.0381	
Locus1162	-0.0176	-0.0709	0.0494	
Locus1163	-0.0087	-0.0586	0.0489	
Locus1164	-0.0286	-0.0914	0.0619	
Locus1165	-0.0317	-0.0918	0.0464	
Locus1166	-0.0384	-0.0795	0.0182	
Locus1167	0.0787	0.0079	0.1531	
Locus1168	0.0306	-0.0252	0.0996	
Locus1169	-0.012	-0.0684	0.0561	
Locus1170	0.0186	-0.0578	0.0939	
Locus1171	0.0018	-0.0609	0.0708	
Locus1172	0.0053	-0.0501	0.0716	
Locus1173	0.0319	-0.0266	0.1113	
Locus1174	0.075	0.0096	0.1478	
Locus1175	0.0704	-0.0202	0.1413	
Locus1176	0.0207	-0.0692	0.1197	
Locus1177	0.0331	-0.0487	0.1324	
Locus1178	-0.0173	-0.0569	0.0478	
Locus1179	-0.0374	-0.0803	0.0286	
Locus1180	0.0431	-0.028	0.1068	
Locus1181	-0.0057	-0.0631	0.0512	
Locus1182	-0.0347	-0.0867	0.0308	
Locus1183	0.0244	-0.0412	0.083	
Locus1184	-0.0493	-0.0986	0.0147	
Locus1185	0.0979	0.0384	0.1607	
Locus1186	-0.0307	-0.0836	0.0399	
Locus1187	0.0085	-0.0614	0.082	
Locus1188	-0.0221	-0.0748	0.0558	
Locus1189	0.042	-0.0216	0.1223	
Locus1190	-0.0073	-0.0656	0.0708	
Locus1191	0.0053	-0.0445	0.0744	
Locus1192	0.0052	-0.0541	0.0702	
Locus1193	0.022	-0.0419	0.1137	
Locus1194	0.0898	0.0257	0.1494	
Locus1195	0.0023	-0.0472	0.0602	
Locus1196	0.0331	-0.0245	0.0955	
Locus1197	0.0493	-0.0215	0.1219	
Locus1198	-0.0394	-0.0746	0.0152	
Locus1199	0.0689	0.0117	0.1338	
Locus1200	-0.0401	-0.0735	0.021	
global	-0.0099	-0.019	4e-04	
D_Jost_est				
Locus1	-0.0085	-0.0511	0.0389	
Locus2	-0.0275	-0.0536	0.0214	
Locus3	-0.0237	-0.0421	0.002	
Locus4	-0.0308	-0.0697	0.0242	
Locus5	-0.0163	-0.0521	0.0341	
Locus6	0.0272	-0.0144	0.0793	
Locus7	-0.0348	-0.0707	0.0145	
Locus8	-0.028	-0.0467	-0.0028	
Locus9	-0.0204	-0.0524	0.0245	
Locus10	0.0408	-0.0099	0.087	
Locus11	-0.0051	-0.0531	0.0397	
Locus12	-0.0284	-0.0514	0.0041	
Locus13	-0.0025	-0.0354	0.0558	
Locus14	-0.0056	-0.0378	0.037	
Locus15	-0.0273	-0.0513	0.008	
Locus16	-0.0412	-0.0571	-0.0145	
Locus17	-0.0228	-0.0501	0.0194	
Locus18	0.0173	-0.0346	0.0768	
Locus19	0.0276	-0.0123	0.0699	
Locus20	-0.007	-0.0432	0.0439	
Locus21	0.0045	-0.0312	0.0513	
Locus22	-0.0114	-0.0393	0.0401	
Locus23	-0.0319	-0.0468	-0.0051	
Locus24	-0.005	-0.0471	0.0413	
Locus25	-0.0021	-0.0319	0.0377	
Locus26	-0.0318	-0.046	-0.0089	
Locus27	-2e-04	-0.0373	0.0448	
Locus28	-0.0175	-0.0418	0.0097	
Locus29	0.0166	-0.0346	0.0822	
Locus30	-0.039	-0.0578	-0.0133	
Locus31	-0.0117	-0.0366	0.0246	
Locus32	-0.0035	-0.0438	0.044	
Locus33	-0.0351	-0.0513	-0.0083	
Locus34	0.0582	0.0055	0.1232	
Locus35	0.0084	-0.0386	0.0608	
Locus36	0.0448	-0.0107	0.0905	
Locus37	0.0185	-0.0301	0.0574	
Locus38	0.0084	-0.031	0.0618	
Locus39	-0.0135	-0.0556	0.0301	
Locus40	-0.032	-0.0484	-0.0058	
Locus41	-0.0069	-0.0324	0.0327	
Locus42	-0.0071	-0.0542	0.0523	
Locus43	0.0783	0.0409	0.1152	
Locus44	-0.0139	-0.0428	0.0257	
Locus45	-0.0405	-0.0509	-0.0226	
Locus46	-0.0143	-0.0491	0.0255	
Locus47	-0.0107	-0.0391	0.0373	
Locus48	-0.0147	-0.038	0.0226	
Locus49	-0.0355	-0.0656	0.0032	
Locus50	-0.0198	-0.0419	0.0149	
Locus51	0.0987	0.0472	0.1486	
Locus52	-0.033	-0.0465	-0.0132	
Locus53	0.0043	-0.0344	0.0595	
Locus54	-0.0108	-0.0555	0.0337	
Locus55	8e-04	-0.0355	0.0526	
Locus56	-0.0327	-0.0636	0.0151	
Locus57	-0.0192	-0.0383	0.0072	
Locus58	-0.0071	-0.0396	0.0367	
Locus59	-0.0438	-0.0511	-0.0262	
Locus60	-0.0036	-0.0302	0.036	
Locus61	-0.0131	-0.0536	0.0381	
Locus62	-0.0078	-0.0368	0.0223	
Locus63	0.0094	-0.0285	0.0595	
Locus64	-0.018	-0.0416	0.0068	
Locus65	-0.0284	-0.0541	0.0157	
Locus66	0.0104	-0.038	0.0636	
Locus67	-0.0319	-0.0602	0.0058	
Locus68	-0.0209	-0.0582	0.0252	
Locus69	0.0593	0.0175	0.1162	
Locus70	-0.0348	-0.0487	-0.0146	
Locus71	-0.033	-0.0461	-0.0147	
Locus72	0.0189	-0.0222	0.0631	
Locus73	-0.0203	-0.0551	0.0329	
Locus74	-0.0407	-0.0676	-0.0047	
Locus75	0.0129	-0.0293	0.0688	
Locus76	-0.0024	-0.0356	0.0423	
Locus77	-0.0321	-0.0483	-0.0075	
Locus78	0.0532	0.0048	0.0969	
Locus79	-0.0161	-0.0608	0.0323	
Locus80	-0.0239	-0.0479	0.006	
Locus81	0.025	-0.0226	0.077	
Locus82	-0.0359	-0.0487	-0.0133	
Locus83	0.0875	0.0384	0.1487	
Locus84	0.0362	-0.0083	0.0793	
Locus85	0.0073	-0.0231	0.0533	
Locus86	-0.0213	-0.045	0.0186	
Locus87	-0.0168	-0.0425	0.0204	
Locus88	0.0457	0.0046	0.0975	
Locus89	-0.0227	-0.0435	0.0138	
Locus90	-0.0251	-0.0488	0.0047	
Locus91	0.033	-0.0074	0.0789	
Locus92	-0.0179	-0.0472	0.0159	
Locus93	-0.0182	-0.0553	0.0191	
Locus94	-0.014	-0.0433	0.0321	
Locus95	-0.0073	-0.0407	0.0441	
Locus96	0.0272	-0.0243	0.074	
Locus97	0.0092	-0.0224	0.0492	
Locus98	-0.03	-0.0602	0.008	
Locus99	0.0576	0.0089	0.1169	
Locus100	0.0123	-0.0245	0.0589	
Locus101	-0.0031	-0.0543	0.0655	
Locus102	0.0446	0.0056	0.1003	
Locus103	-0.0182	-0.044	0.0186	
Locus104	-0.0143	-0.0458	0.0313	
Locus105	-0.03	-0.0586	0.0157	
Locus106	-0.0277	-0.0445	0.0042	
Locus107	0.008	-0.0243	0.0441	
Locus108	-0.0172	-0.0463	0.0347	
Locus109	-0.0151	-0.0558	0.0386	
Locus110	-0.0255	-0.0486	0.0046	
Locus111	-0.0279	-0.0435	-0.0041	
Locus112	-0.0173	-0.0388	0.0191	
Locus113	0.0258	-0.0305	0.08	
Locus114	-0.0047	-0.0369	0.0509	
Locus115	0.0287	-0.0176	0.0922	
Locus116	-0.017	-0.0417	0.0163	
Locus117	0.0238	-0.021	0.0909	
Locus118	0.0619	0.0038	0.116	
Locus119	-0.0253	-0.0433	0.0017	
Locus120	-0.0154	-0.0405	0.0208	
Locus121	-0.0214	-0.0586	0.0288	
Locus122	0.0801	0.0295	0.1485	
Locus123	0.0262	-0.0168	0.0725	
Locus124	-0.0237	-0.0421	-0.0017	
Locus125	-0.0282	-0.0515	0.0081	
Locus126	-0.0116	-0.0441	0.0399	
Locus127	0.0073	-0.0286	0.0629	
Locus128	0.04	-0.0219	0.095	
Locus129	-0.0258	-0.059	0.0183	
Locus130	0.0075	-0.0372	0.059	
Locus131	-0.024	-0.0415	0.0129	
Locus132	-0.0313	-0.045	-0.0085	
Locus133	-0.0091	-0.0401	0.0283	
Locus134	-0.0341	-0.0465	-0.0139	
Locus135	0.0103	-0.0242	0.0512	
Locus136	-0.0035	-0.0375	0.0413	
Locus137	-0.0152	-0.0476	0.0331	
Locus138	-0.0072	-0.0462	0.0448	
Locus139	-0.0156	-0.0366	0.0102	
Locus140	-0.0182	-0.0477	0.0269	
Locus141	-0.0321	-0.0485	0.0057	
Locus142	-6e-04	-0.0395	0.041	
Locus143	-0.0031	-0.0298	0.0338	
Locus144	-0.0102	-0.0484	0.043	
Locus145	0.0018	-0.0378	0.0539	
Locus146	0.0165	-0.0292	0.0581	
Locus147	-0.0104	-0.0343	0.0203	
Locus148	0.0944	0.0448	0.1452	
Locus149	0.0233	-0.0205	0.0739	
Locus150	-0.0154	-0.0555	0.0375	
Locus151	-0.0367	-0.049	-0.0102	
Locus152	-0.0055	-0.0455	0.0354	
Locus153	-0.0175	-0.0426	0.0297	
Locus154	0.0016	-0.0413	0.0612	
Locus155	-9e-04	-0.0391	0.0516	
Locus156	-0.0248	-0.047	0.0029	
Locus157	-0.0326	-0.0452	-0.0075	
Locus158	-7e-04	-0.0523	0.0505	
Locus159	-0.0307	-0.0461	-0.0036	
Locus160	-0.013	-0.0401	0.0314	
Locus161	-0.0253	-0.0464	0.0104	
Locus162	-0.0123	-0.0488	0.0314	
Locus163	0.0041	-0.0289	0.0487	
Locus164	-0.0381	-0.0504	-0.0063	
Locus165	-0.0209	-0.0457	0.0187	
Locus166	0.0113	-0.0233	0.0631	
Locus167	-0.0013	-0.0348	0.0546	
Locus168	-0.0293	-0.0472	-0.0015	
Locus169	-0.0102	-0.0356	0.0289	
Locus170	-0.025	-0.0454	0.0067	
Locus171	-0.0079	-0.0464	0.0378	
Locus172	-0.0297	-0.0458	-0.0044	
Locus173	0.0116	-0.0252	0.0559	
Locus174	-0.012	-0.042	0.0298	
Locus175	0.001	-0.0455	0.0544	
Locus176	-0.0138	-0.0435	0.0248	
Locus177	0.0501	0.0088	0.0886	
Locus178	-0.0188	-0.0591	0.0368	
Locus179	-0.0191	-0.043	0.011	
Locus180	-0.0022	-0.0438	0.0497	
Locus181	-0.0218	-0.0428	0.0055	
Locus182	0.0195	-0.0345	0.0749	
Locus183	0.0043	-0.0314	0.0554	
Locus184	-0.0022	-0.0381	0.0479	
Locus185	-0.0224	-0.0438	0.0118	
Locus186	0.0352	-0.0119	0.0922	
Locus187	-0.0273	-0.0457	0.0061	
Locus188	0.0128	-0.0402	0.0752	
Locus189	-0.0247	-0.0528	0.0216	
Locus190	-0.0309	-0.0492	-0.0087	
Locus191	0.0065	-0.0363	0.0485	
Locus192	-0.0254	-0.0431	0.0049	
Locus193	-0.0331	-0.0513	-0.0017	
Locus194	0.0043	-0.0313	0.0586	
Locus195	-0.0078	-0.0348	0.0308	
Locus196	-0.0104	-0.0406	0.0352	
Locus197	-0.0183	-0.0468	0.0143	
Locus198	-0.0335	-0.0462	-0.0154	
Locus199	-0.0267	-0.058	0.0183	
Locus200	0.0664	0.0293	0.1063	
Locus201	-0.0285	-0.0428	-0.0056	
Locus202	0.0013	-0.0299	0.0535	
Locus203	-0.0208	-0.0416	0.0076	
Locus204	-0.0126	-0.0377	0.0158	
Locus205	-0.0268	-0.0448	-0.0061	
Locus206	-0.0276	-0.0491	9e-04	
Locus207	-0.0109	-0.0584	0.0306	
Locus208	0.0185	-0.0218	0.0561	
Locus209	-0.0352	-0.0524	-0.0036	
Locus210	0.0212	-0.0242	0.0773	
Locus211	-0.0349	-0.0494	-0.0067	
Locus212	-0.0322	-0.0596	0.0031	
Locus213	0.0097	-0.0439	0.062	
Locus214	0.0405	-0.0036	0.0858	
Locus215	0.0354	-0.0035	0.0945	
Locus216	0.0494	0.0077	0.1063	
Locus217	0.0156	-0.0182	0.0616	
Locus218	0.0494	0.0079	0.084	
Locus219	-0.0269	-0.0595	0.0109	
Locus220	-0.0181	-0.0545	0.0416	
Locus221	0.0566	0.0054	0.1134	
Locus222	0.0048	-0.0334	0.0433	
Locus223	0.0318	-0.0117	0.0833	
Locus224	0.0404	-0.008	0.0933	
Locus225	-0.0326	-0.0516	0.0069	
Locus226	-0.0096	-0.0368	0.0271	
Locus227	-0.0383	-0.0581	-0.0101	
Locus228	-0.0334	-0.0711	0.0123	
Locus229	-0.0261	-0.049	9e-04	
Locus230	-0.0022	-0.0377	0.0486	
Locus231	-0.0241	-0.0425	0.0036	
Locus232	-0.0234	-0.0414	0.0017	
Locus233	-0.0152	-0.052	0.0374	
Locus234	9e-04	-0.0333	0.0428	
Locus235	-0.0184	-0.039	0.008	
Locus236	-0.0215	-0.0533	0.0276	
Locus237	0.0467	3e-04	0.1035	
Locus238	-0.0392	-0.0545	-0.0141	
Locus239	0.0618	0.0269	0.1045	
Locus240	-0.0287	-0.0497	0.0024	
Locus241	-0.0282	-0.0455	-5e-04	
Locus242	-0.0138	-0.0398	0.0179	
Locus243	0.0087	-0.0318	0.0644	
Locus244	0.0574	0.0178	0.0986	
Locus245	-0.0033	-0.0437	0.0597	
Locus246	-0.0247	-0.0473	0.007	
Locus247	-0.0075	-0.0455	0.0395	
Locus248	-0.0094	-0.0323	0.021	
Locus249	-0.0392	-0.0496	-0.0198	
Locus250	-0.0444	-0.0512	-0.0187	
Locus251	0.004	-0.0307	0.046	
Locus252	-0.0162	-0.0426	0.0167	
Locus253	0.0361	0.0045	0.0768	
Locus254	0.0033	-0.0356	0.0507	
Locus255	-0.0289	-0.0475	-0.0019	
Locus256	-0.0286	-0.0553	0.0178	
Locus257	-0.0099	-0.0371	0.0333	
Locus258	-0.0022	-0.0295	0.03	
Locus259	-0.0198	-0.0416	0.0106	
Locus260	0.0118	-0.0248	0.0616	
Locus261	0.0269	-0.0196	0.0675	
Locus262	0.0017	-0.032	0.0559	
Locus263	0.0504	-0.0051	0.099	
Locus264	-0.0035	-0.0405	0.0497	
Locus265	-0.0289	-0.0448	-4e-04	
Locus266	0.0391	-0.0078	0.0968	
Locus267	0.0424	0.005	0.0838	
Locus268	0.0351	-0.0095	0.0867	
Locus269	-0.0163	-0.0541	0.0289	
Locus270	-0.0269	-0.0448	0.0042	
Locus271	-0.0406	-0.0508	-0.0231	
Locus272	-0.0101	-0.0353	0.0209	
Locus273	-0.001	-0.0514	0.0514	
Locus274	-0.0275	-0.0468	0.0066	
Locus275	-0.027	-0.045	0	
Locus276	0.0119	-0.0257	0.0686	
Locus277	0.0124	-0.0256	0.067	
Locus278	-0.0165	-0.0389	0.0393	
Locus279	0.018	-0.0276	0.0692	
Locus280	0.0171	-0.0196	0.0671	
Locus281	-0.0196	-0.0484	0.0243	
Locus282	-0.0282	-0.0478	0.0049	
Locus283	-0.0141	-0.0431	0.0271	
Locus284	-0.0235	-0.0469	0.0128	
Locus285	0.0554	0.0076	0.0981	
Locus286	-0.0342	-0.0496	-0.015	
Locus287	0.0368	-0.0182	0.0925	
Locus288	0.0186	-0.025	0.0686	
Locus289	-0.0437	-0.0553	-0.0236	
Locus290	-0.0275	-0.0454	-0.0032	
Locus291	-0.0236	-0.0446	0.0191	
Locus292	-0.0265	-0.0492	0.005	
Locus293	0.0409	-0.0162	0.0922	
Locus294	0.0657	0.0042	0.1185	
Locus295	-0.0064	-0.052	0.0352	
Locus296	-0.0409	-0.0521	-0.0175	
Locus297	-0.021	-0.0388	0.0084	
Locus298	0.0421	0.0066	0.0976	
Locus299	0.0057	-0.0339	0.0551	
Locus300	-0.0169	-0.0524	0.0237	
Locus301	-0.0122	-0.0406	0.0226	
Locus302	0.0283	-0.0153	0.0778	
Locus303	-0.0152	-0.066	0.0379	
Locus304	0.0536	0.0073	0.1041	
Locus305	0.0273	-0.0193	0.0732	
Locus306	-0.0341	-0.0468	-0.0155	
Locus307	0.0017	-0.041	0.0519	
Locus308	-0.0147	-0.0443	0.031	
Locus309	0.0284	-0.0225	0.0748	
Locus310	-0.0339	-0.0495	-0.0019	
Locus311	-0.0347	-0.0498	-0.0067	
Locus312	-0.027	-0.0435	-0.0033	
Locus313	2e-04	-0.0306	0.0449	
Locus314	-0.0058	-0.0347	0.0276	
Locus315	-0.015	-0.0395	0.0207	
Locus316	-0.0063	-0.0461	0.0288	
